stock_code,stock_name,stock_time,current_price,open,high,low,volume,prev_close
A011690,유양디앤유,840,1220,0,0,0,0,1220
A011700,한신기계,1600,1580,1545,1625,1540,790535,1535
A011760,현대상사,1600,14400,14550,14550,14300,48395,14300
A011780,금호석유,1600,110000,108500,111000,105000,251055,106000
A011785,금호석유우,1600,41500,40950,41700,40550,36989,40600
A011790,SKC,1600,83000,82600,83300,81300,231914,81000
A011810,STX,1600,5270,5340,5370,5200,24823,5260
A011930,신성이엔지,1600,2055,2120,2120,2030,4173360,2065
A012030,DB,1600,702,703,703,696,448057,697
A012160,영흥,1600,1065,1070,1070,1055,176830,1060
A012170,키위미디어그룹,840,150,0,0,0,0,150
A012200,계양전기,1600,3115,3100,3205,3080,172664,3070
A012205,계양전기우,1600,8450,8430,8540,8250,28763,8350
A012280,영화금속,1600,1540,1630,1655,1515,6761515,1730
A012320,경동인베스트,1600,26850,26950,26950,26700,2981,26650
A012330,현대모비스,1600,230000,229500,230500,226000,395029,225000
A012450,한화에어로스페이,1600,25400,25300,25500,25050,182329,25050
A012510,더존비즈온,1600,104500,104000,106000,103500,96014,102500
A012600,센트럴인사이트,840,7000,0,0,0,0,7000
A012610,경인양행,1600,7130,7030,7180,7000,286985,6960
A012630,HDC,1600,10600,10500,10650,10350,251497,10350
A012690,모나리자,1600,5140,5090,5190,5090,236741,5090
A012750,에스원,1600,87500,88100,88300,87400,42243,87700
A012800,대창,1558,1085,1075,1090,1070,273101,1075
A013000,세우글로벌,1600,3280,3260,3575,3080,18653141,3230
A013360,일성건설,1600,927,914,927,909,79726,909
A013520,화승알앤에이,1600,2045,2285,2500,2005,4897974,1940
A013570,디와이,1600,4150,4195,4200,4110,46296,4175
A013580,계룡건설,1600,20900,20600,21250,20500,64517,20400
A013700,까뮤이앤씨,1600,1160,1145,1190,1125,568368,1130
A013870,지엠비코리아,1600,7290,7240,7510,7150,754508,7170
A013890,지누스,1600,82900,81500,83600,81100,37021,80700
A014130,한익스프레스,1600,5220,5180,5260,5110,176416,5140
A014160,대영포장,1558,1070,1085,1085,1065,1635664,1075
A014280,금강공업,1600,3975,3985,4025,3935,76494,3960
A014285,금강공업우,1600,16050,16800,17200,16000,79037,17100
A014440,영보화학,1600,3620,3660,3745,3570,48925,3640
A014530,극동유화,1600,3185,3180,3190,3150,111369,3160
A014580,태경비케이,1600,3395,3430,3430,3375,78899,3395
A014680,한솔케미칼,1600,149500,143500,150000,143500,108909,141500
A014710,사조씨푸드,1600,4480,4360,4550,4240,1010859,4310
A014790,한라,1600,3295,3350,3350,3290,73889,3315
A014820,동원시스템즈,1600,23400,23600,23600,23000,16929,23300
A014825,동원시스템즈우,1600,28850,29600,29600,28600,937,29200
A014830,유니드,1600,44650,44350,45200,44250,18053,43950
A014910,성문전자,1600,1915,1895,1925,1860,120436,1860
A014915,성문전자우,1600,13150,13600,13600,12900,16597,13650
A014990,인디에프,1600,1790,1765,1850,1755,800951,1735
A015020,이스타코,1600,631,642,642,626,82369,630
A015230,대창단조,1600,32350,32650,32700,32300,6570,32600
A015260,에이엔피,1600,167,167,170,165,561116,167
A015350,부산가스,1600,50400,50400,51200,50100,1128,50400
A015360,예스코홀딩스,1600,35300,34800,35400,34800,1068,34800
A015540,쎌마테라퓨틱스,1600,8390,8140,8400,8080,339419,8140
A015590,큐로,1600,577,567,587,561,955680,567
A015760,한국전력,1559,20400,20350,20450,20200,1556310,20200
A015860,일진홀딩스,1600,5040,5000,5100,4970,190383,4925
A015890,태경산업,1600,5040,5030,5060,5000,18606,5020
A016090,대현,1600,1760,1740,1775,1705,119356,1725
A016360,삼성증권,1600,30600,29950,30700,29700,464185,29500
A016380,KG동부제철,1600,8240,8400,8830,8210,351305,8230
A016385,KG동부제철우,1600,131000,133000,142000,128000,3593,137000
A016450,한세예스24홀딩스,1600,5570,5410,5610,5400,211298,5350
A016580,환인제약,1600,15100,15200,15300,14900,85094,15100
A016590,신대양제지,1600,52400,52800,52800,52200,2866,52400
A016610,DB금융투자,1600,3885,3750,3935,3745,164721,3725
A016710,대성홀딩스,1600,19350,19700,19700,19350,34710,19450
A016740,두올,1600,3450,3380,3475,3350,271528,3350
A016800,퍼시스,1600,28600,28850,28850,28450,579,28700
A016880,웅진,1600,1085,1070,1085,1065,50089,1075
A017040,광명전기,1600,1870,1810,1870,1810,242132,1810
A017180,명문제약,1559,6980,6150,7820,6110,45932406,6140
A017370,우신시스템,1600,3170,3175,3235,3145,144833,3160
A017390,서울가스,1600,77600,78000,78000,75500,887,76600
A017550,수산중공업,1600,1680,1660,1685,1650,296083,1655
A017670,SK텔레콤,1600,238000,236500,240500,234500,225561,233000
A017800,현대엘리베이,1600,40750,41050,41150,40700,210767,40600
A017810,풀무원,1600,16750,16800,16850,16350,37051,16550
A017900,광전자,1600,2150,2120,2165,2105,122326,2115
A017940,E1,1600,45300,45000,46150,45000,14591,44750
A017960,한국카본,1600,9540,9420,10050,9260,2966501,9320
A018250,애경산업,1600,20350,20500,20600,20300,36605,20350
A018260,삼성에스디에스,1600,169500,172500,174500,169000,128920,171500
A018470,조일알미늄,1600,638,631,653,631,168743,635
A018500,동원금속,1600,703,698,703,692,123146,698
A018670,SK가스,1600,97300,97300,97300,95200,11908,96300
A018880,한온시스템,1558,12350,12300,12500,12150,1003830,12000
A019170,신풍제약,1600,126500,137000,138000,123500,3072500,133500
A019175,신풍제약우,1600,166500,185500,185500,163500,94155,174500
A019180,티에이치엔,1600,2415,2355,2435,2335,74504,2335
A019440,세아특수강,1600,10600,10700,10750,10500,7616,10750
A019490,하이트론,1600,2340,2380,2385,2335,29426,2380
A019680,대교,1600,3900,3935,3935,3890,107878,3905
A019685,대교우B,1600,2530,2545,2550,2520,34559,2535
A020000,한섬,1600,30250,29400,30500,28850,99852,28900
A020120,키다리스튜디오,1600,9650,9670,9860,9600,44458,9670
A020150,일진머티리얼즈,1600,45150,44900,45650,44300,234604,43850
A020560,아시아나항공,1600,3920,3855,3980,3830,1706161,3830
A020760,일진디스플,1600,3660,3565,3690,3510,124332,3565
A021050,서원,1600,3475,3325,3550,3310,1696199,3310
A021240,코웨이,1600,79300,81300,81300,79100,164126,79400
A021820,세원정공,840,8090,0,0,0,0,8090
A023000,삼원강재,1600,2410,2390,2445,2360,35443,2360
A023150,MH에탄올,1600,7550,7560,7660,7420,28987,7400
A023350,한국종합기술,1600,4180,4105,4190,4075,74153,4100
A023450,동남합성,1600,36950,37100,37200,36950,1621,37100
A023530,롯데쇼핑,1600,78500,77700,79800,77600,103724,77100
A023590,다우기술,1600,21450,21750,21850,21250,201984,21450
A023800,인지컨트롤스,1600,9420,8690,9600,8660,3095272,8600
A023810,인팩,1600,4800,4760,4855,4710,37676,4740
A023960,에쓰씨엔지니어링,1600,1335,1335,1380,1325,63705,1335
A024070,WISCOM,1600,2240,2225,2260,2205,4515,2225
A024090,디씨엠,1600,10850,11000,11000,10750,10171,10950
A024110,기업은행,1558,8010,7990,8050,7980,1182385,7910
A024720,한국콜마홀딩스,1600,26800,27050,27050,26300,44945,26500
A024890,대원화성,1600,1615,1605,1625,1590,47064,1595
A024900,덕양산업,1600,1875,1810,1940,1810,575461,1805
A025000,KPX케미칼,1600,47400,47100,47900,46750,2579,47050
A025530,SJM홀딩스,1600,2620,2610,2630,2600,6716,2610
A025540,한국단자,1600,44950,44250,44950,43900,19596,43750
A025560,미래산업,1600,3300,3205,3390,3205,193867,3205
A025620,제이준코스메틱,1600,2685,2680,2695,2600,212353,2635
A025750,한솔홈데코,1600,1425,1395,1490,1395,6048879,1380
A025820,이구산업,1600,1550,1515,1550,1515,89590,1515
A025860,남해화학,1600,8200,8090,8200,8050,83002,8040
A025890,한국주강,1600,1510,1575,1575,1505,148251,1550
A026890,디피씨,1600,15950,16600,16750,15500,3632640,16400
A026940,부국철강,1600,5190,5000,5200,4995,487731,4985
A026960,동서,1600,29650,30100,30300,29650,151063,29950
A027410,BGF,1600,4080,4095,4100,4030,72476,4060
A027740,마니커,1600,694,678,700,678,1259206,677
A027970,세하,1600,1640,1655,1665,1635,281951,1635
A028050,삼성엔지니어링,1600,10550,10500,10900,10450,1373911,10150
A028100,동아지질,1600,14600,14700,14700,14450,67669,14550
A028260,삼성물산,1600,105000,106000,106000,104000,278537,104500
A02826K,삼성물산우B,1600,96100,95300,96500,95200,3016,95100
A028670,팬오션,1600,3420,3495,3495,3410,1159764,3445
A029460,케이씨,1600,23850,24600,24600,23750,102731,24150
A029530,신도리코,1600,21700,21900,22100,21700,10605,21750
A029780,삼성카드,1600,28200,28150,28250,27900,88630,27850
A030000,제일기획,1600,20950,21400,21400,20800,356783,21100
A030200,KT,1600,22950,22700,22950,22600,704053,22600
A030210,KTB투자증권,1600,2510,2500,2535,2500,129589,2475
A030610,교보증권,1600,6510,6480,6560,6480,45867,6440
A030720,동원수산,1600,8850,8820,8900,8800,39549,8820
A030790,비케이탑스,1600,5180,4700,5240,4670,242235,4670
A031430,신세계인터내셔날,1600,152000,152500,153000,149500,26305,150500
A031440,신세계푸드,1600,52500,51900,52800,51800,3121,51900
A031820,콤텍시스템,1559,1625,1760,1845,1560,81495541,1635
A032350,롯데관광개발,1600,15400,14800,15450,14400,235263,14600
A032560,황금에스티,1600,6990,6880,7040,6790,88526,6830
A032640,LG유플러스,1559,11500,11200,11600,11150,2522628,11150
A032830,삼성생명,1600,61000,60700,61800,60200,392434,59900
A033180,필룩스,1600,3480,3445,3545,3370,1379305,3380
A033240,자화전자,1600,13600,13800,13850,13250,261367,13600
A033250,체시스,1600,2740,2610,2740,2610,263960,2615
A033270,유나이티드제약,1600,72500,73200,78300,71500,726531,72000
A033530,세종공업,1600,9180,9400,9600,9070,647741,9250
A033660,아주캐피탈,1600,12400,12200,12400,12200,25255,12050
A033780,KT&G,1600,82400,82000,82700,82000,244342,81900
A033920,무학,1600,6450,6490,6550,6400,15252,6380
A034020,두산중공업,1600,13300,13700,13900,13200,2283406,13500
A034120,SBS,1600,14550,14600,14650,14500,32666,14550
A034220,LG디스플레이,1559,15350,15300,15650,15250,1481218,15100
A034300,신세계건설,1600,21250,21500,21900,21050,9623,21000
A034310,NICE,1600,18200,18300,18600,18150,44739,18150
A034590,인천도시가스,1600,24950,25350,25350,24900,1832,24950
A034730,SK,1600,198500,200000,202500,198000,135508,197500
A03473K,SK우,1600,194500,195500,198000,193500,3115,194000
A034830,한국토지신탁,1600,1760,1750,1775,1750,319587,1740
A035000,지투알,1600,5050,5060,5100,4980,31412,5040
A035150,백산,1600,4470,4460,4495,4440,51592,4435
A035250,강원랜드,1600,21500,21600,21750,21500,549115,21400
A035420,NAVER,1600,296500,303000,303000,294000,648867,298500
A035510,신세계 I&C,1600,134500,139000,139500,133500,8359,138500
A035720,카카오,1600,364500,374500,375000,364000,583805,369000
A036420,제이콘텐트리,1600,25550,25450,25950,25450,60388,25350
A036460,한국가스공사,1600,24650,24400,24900,24250,206503,24050
A036530,S&T홀딩스,1600,14450,14350,14550,14300,2752,14350
A036570,엔씨소프트,1600,806000,809000,810000,791000,69003,799000
A036580,팜스코,1600,4800,4855,4855,4695,212532,4790
A037270,YG PLUS,1600,8370,8400,8460,8160,3649519,8270
A037560,LG헬로비전,1600,3875,3840,3900,3840,79106,3820
A037710,광주신세계,1600,157000,169000,169000,154000,23432,149000
A039130,하나투어,1600,39200,39600,39600,38750,76694,39100
A039490,키움증권,1600,99500,97700,100500,97500,101889,96400
A039570,HDC아이콘트롤스,1600,9140,9280,9280,9080,23347,9080
A041650,상신브레이크,1600,2445,2440,2475,2400,53853,2440
A042660,대우조선해양,1600,23800,23100,23950,22800,381794,22800
A042670,두산인프라코어,1559,8770,9200,9320,8720,17119839,9130
A042700,한미반도체,1600,10450,10450,10500,10150,357048,10350
A044380,주연테크,1600,1140,1095,1145,1090,456989,1090
A044450,KSS해운,1600,9200,9290,9400,9100,51123,9220
A044820,코스맥스비티아이,1600,19250,18900,19250,18450,11746,18300
A047040,대우건설,1600,2785,2785,2805,2765,1344158,2755
A047050,포스코인터내셔널,1600,13400,13200,13450,13100,248264,13050
A047400,유니온머티리얼,1600,3670,3710,3745,3650,737704,3690
A047810,한국항공우주,1600,22800,23050,23050,22750,199970,22700
A049770,동원F&B,1600,171000,172000,172000,170000,3027,171000
A049800,우진플라임,1600,3800,3835,3840,3720,14137,3815
A051600,한전KPS,1600,27050,27000,27200,26800,101837,26750
A051630,진양화학,1600,4425,4300,4500,4265,403960,4265
A051900,LG생활건강,1600,1448000,1488000,1488000,1448000,24152,1469000
A051905,LG생활건강우,1600,708000,703000,708000,701000,2318,701000
A051910,LG화학,1559,654000,659000,660000,636000,655754,626000
A051915,LG화학우,1600,320500,315000,321000,310500,99793,300000
A052690,한전기술,1600,16300,16250,16400,16100,75458,16200
A053210,스카이라이프,1600,9320,9220,9380,9160,83440,9200
A053690,한미글로벌,1600,8170,8040,8250,8040,39819,8010
A055490,테이팩스,1600,32150,32700,33100,31600,68476,32550
A055550,신한지주,1600,27600,27700,27850,27550,1528417,27500
A057050,현대홈쇼핑,1600,71300,69500,71700,69500,30013,69500
A058430,포스코강판,1600,14150,14500,14650,14000,93126,14500
A058650,세아홀딩스,1600,70500,70900,71000,69700,258,70700
A058730,다스코,1600,5380,5350,5550,5300,56032,5340
A058850,KTcs,1600,2000,1970,2000,1970,137462,1965
A058860,KTis,1600,2370,2375,2380,2350,59279,2355
A060980,한라홀딩스,1600,31050,30350,31250,29800,89587,29950
A063160,종근당바이오,1600,45750,45550,46250,44700,65761,45150
A064350,현대로템,1600,15950,16200,16250,15850,1326510,15750
A064960,S&T모티브,1600,50800,49850,51100,49400,31444,49350
A066570,LG전자,1600,91700,92700,93400,91500,762189,91700
A066575,LG전자우,1600,33950,34000,34200,33700,64014,33700
A067830,세이브존I&C,1600,2880,2560,2915,2505,2802428,2535
A068270,셀트리온,1559,257500,256500,258500,251000,636839,255000
A068290,삼성출판사,1600,18900,18600,19150,18600,18845,18800
A068400,SK렌터카,1600,8550,8430,8600,8380,97996,8400
A069260,휴켐스,1600,20600,21500,21500,20400,185497,21050
A069460,대호에이엘,1600,2055,2085,2100,2030,171757,2055
A069500,KODEX 200,1600,31085,31105,31195,30940,9890756,30795
A069620,대웅제약,1559,105000,104000,111000,103000,221799,102500
A069640,한세엠케이,1600,2865,2770,3175,2770,266572,2755
A069660,KOSEF 200,1600,31275,31310,31400,31140,461465,31010
A069730,DSR제강,1600,4395,4480,4480,4375,39619,4435
A069960,현대백화점,1600,56300,56100,56700,55500,148111,55600
A070960,용평리조트,1600,4090,4040,4105,4020,62140,4020
A071050,한국금융지주,1600,72500,71000,73400,71000,592772,70000
A071055,한국금융지주우,1555,62000,60700,62600,60400,101062,60300
A071090,하이스틸,1600,16350,16300,16550,16150,2485,16300
A071320,지역난방공사,1600,35050,34750,35500,34750,2910,34750
A071840,롯데하이마트,1600,30300,30700,31100,30000,145362,30150
A071950,코아스,1559,1090,1095,1110,1075,450944,1095
A071970,STX중공업,1600,4040,3895,4145,3850,481295,3880
A072130,유엔젤,1600,4335,4175,4390,4120,507297,4120
A072710,농심홀딩스,1600,74400,73900,74700,73700,1699,73900
A073240,금호타이어,1600,3675,3760,3795,3610,385583,3670
A074610,이엔플러스,1600,4100,4075,4165,4060,603854,4045
A075180,새론오토모티브,1600,4015,4045,4045,3980,7224,3975
A075580,세진중공업,1600,8190,8100,8400,7920,1503457,8090
A077500,유니퀘스트,1600,11750,12100,12200,11350,2581624,11800
A077970,STX엔진,1600,6010,6070,6070,5720,87789,6100
A078000,텔코웨어,1600,11850,11800,11850,11700,6865,11700
A078520,에이블씨엔씨,1600,7490,7300,7500,7300,38780,7280
A078930,GS,1600,31000,31300,31450,31000,181869,30950
A078935,GS우,1600,28250,28250,28400,28000,3740,28200
A079160,CJ CGV,1558,22450,22150,22450,21850,269350,21900
A079430,현대리바트,1600,15900,16200,16200,15600,126202,15950
A079550,LIG넥스원,1600,32150,32050,32300,31750,45397,32050
A079980,휴비스,1600,7620,7560,7770,7480,227391,7480
A081000,일진다이아,1600,54100,53000,56300,52900,374042,52500
A081660,휠라홀딩스,1600,36650,37100,37100,36300,149713,36100
A082640,동양생명,1600,3065,3050,3075,3040,67666,3045
A082740,HSD엔진,1600,4895,4820,4925,4815,265760,4785
A083420,그린케미칼,1600,3805,3800,3880,3770,28468,3785
A084010,대한제강,1600,6700,6650,6750,6620,62112,6640
A084670,동양고속,1550,26550,26600,26700,26450,4445,26600
A084680,이월드,1600,3235,3200,3265,3180,148524,3175
A084690,대상홀딩스,1600,9980,10050,10100,9810,123459,9940
A084695,대상홀딩스우,1600,8590,8350,8590,8220,14216,8350
A084870,TBH글로벌,1600,1665,1605,1665,1600,59857,1605
A085310,엔케이,1600,1055,1040,1105,1030,1620272,1030
A085620,미래에셋생명,1600,3835,3815,3980,3760,163027,3805
A086280,현대글로비스,1600,144000,143000,145000,141500,97817,140000
A086790,하나금융지주,1600,28100,28200,28450,28000,1180876,27750
A088260,이리츠코크렙,1600,5290,5320,5320,5280,24096,5280
A088350,한화생명,1558,1525,1500,1550,1500,3312240,1480
A088790,진도,1600,2660,2635,2675,2620,16454,2610
A088980,맥쿼리인프라,1552,11000,11050,11100,10950,475171,11000
A089470,HDC현대EP,1600,5330,5280,5440,5160,173936,5210
A089590,제주항공,1600,13100,13250,13450,13000,166666,13150
A090080,평화산업,1600,1150,1150,1165,1135,123705,1135
A090350,노루페인트,1600,7010,7030,7040,6970,20982,6940
A090355,노루페인트우,1600,13550,13700,13700,13550,6520,13750
A090370,메타랩스,1600,1165,1145,1175,1140,146467,1140
A090430,아모레퍼시픽,1600,164000,164000,164500,162000,126998,161500
A090435,아모레퍼시픽우,1600,57900,58400,58600,57600,29665,58100
A091090,세원셀론텍,1600,2830,2800,2860,2775,179809,2800
A091160,KODEX 반도체,1600,27005,26895,27065,26755,44814,26700
A091170,KODEX 은행,1600,5120,5150,5170,5120,297405,5095
A091180,KODEX 자동차,1600,15695,15670,15720,15500,76389,15385
A091220,TIGER 은행,1600,5330,5360,5380,5330,2001,5315
A091230,TIGER 반도체,1600,27600,27520,27760,27435,17761,27370
A091810,티웨이항공,1600,2500,2475,2525,2320,418513,2465
A092200,디아이씨,1600,1455,1440,1460,1425,89211,1420
A092220,KEC,1600,1290,1205,1345,1205,16139890,1185
A092230,KPX홀딩스,1600,44000,43600,44100,43500,1082,43500
A092440,기신정기,1558,3685,3640,3750,3610,273918,3640
A092780,동양피스톤,1600,5880,5860,6050,5800,381693,5830
A093050,LF,1600,13400,13600,13600,13350,112306,13500
A093230,이아이디,1600,248,243,250,240,12583152,243
A093240,형지엘리트,1600,2000,1950,2000,1915,424834,1900
A093370,후성,1559,9400,9550,9640,9350,2055549,9350
A094280,효성ITX,1600,25800,24500,25950,24500,37683,24250
A094800,맵스리얼티1,1600,4095,4035,4100,4025,75920,4035
A095570,AJ네트웍스,1600,3245,3225,3290,3195,49795,3230
A095720,웅진씽크빅,1600,2640,2580,2655,2580,281415,2575
A096300,베트남개발1,1600,280,279,281,279,99191,278
A096760,JW홀딩스,1600,5800,5830,5840,5730,384153,5750
A096770,SK이노베이션,1559,139000,141000,143500,137500,575742,138000
A096775,SK이노베이션우,1557,120500,119000,124500,119000,22722,119500
A097230,한진중공업,1600,8380,8450,8530,8200,275922,8450
A097950,CJ제일제당,1600,395000,398500,398500,392500,36981,394000
A097955,CJ제일제당 우,1600,157000,157500,157500,155000,7057,155500
A098560,TIGER 방송통신,1600,7105,7050,7145,7035,14689,7020
A099140,KODEX China H,1600,19495,19995,20075,19440,5653,19690
A100220,비상교육,1600,6540,6670,6670,6310,31366,6560
A100250,진양홀딩스,1600,2775,2765,2800,2755,62554,2770
A100840,S&TC,1600,15100,15050,15250,14900,27690,15000
A100910,KOSEF KRX100,1600,5010,5025,5025,5000,55,4975
A101060,SBS미디어홀딩스,1600,1760,1770,1775,1745,65104,1745
A101140,비티원,1600,3660,3630,3665,3560,280092,3595
A101280,KODEX 일본TOPIX1,1600,14150,14290,14360,14105,698,14290
A101530,해태제과식품,1600,8900,9640,10600,8850,1204700,9490
A102110,TIGER 200,1600,31030,31055,31195,30935,1425437,30790
A102260,동성코퍼레이션,1600,4085,4070,4135,4045,54156,4070
A102280,쌍방울,1600,650,625,654,624,2844217,624
A102460,이연제약,1559,22000,18600,22850,17900,2349807,18500
A102780,KODEX 삼성그룹,1600,7550,7550,7590,7505,204342,7480
A102960,KODEX 기계장비,1600,3975,3955,3980,3930,17736,3915
A102970,KODEX 증권,1600,6170,6100,6190,6100,178579,6040
A103140,풍산,1600,23800,23900,24150,23500,146975,23650
A103590,일진전기,1600,2900,2885,2925,2850,128772,2855
A104520,KOSEF 블루칩,1600,7975,7965,8000,7950,240,7900
A104530,KOSEF 고배당,1600,6395,6385,6435,6370,1723,6355
A104700,한국철강,1600,4695,4670,4710,4660,20325,4650
A105010,TIGER 라틴35,1600,2480,2475,2480,2455,30683,2490
A105190,KINDEX 200,1600,31115,31140,31245,30990,479865,30835
A105560,KB금융,1600,37550,38700,38750,37550,1786800,38200
A105630,한세실업,1600,18000,17300,18100,17100,316683,17150
A105780,KBSTAR 5대그룹주,1600,6075,6140,6140,6045,860,5985
A105840,우진,1600,3730,3730,3850,3685,201693,3760
A107590,미원홀딩스,1600,55500,53500,55800,53500,1135,53500
A108450,KINDEX 삼성그룹,1600,12010,12000,12015,11950,403,11875
A108590,TREX 200,1600,31265,31315,31395,31155,64,31010
A108670,LG하우시스,1600,56500,56000,56500,55200,28506,55500
A108675,LG하우시스우,1600,25300,25700,25700,25000,4833,25200
A109070,컨버즈,840,4100,0,0,0,0,4100
A111110,호전실업,1600,8200,8090,8220,7940,13929,8000
A111770,영원무역,1600,27700,28050,28200,27250,120362,27650
A112610,씨에스윈드,1559,99100,104500,105000,98700,234804,102500
A114090,GKL,1600,12400,12250,12400,12150,212448,12150
A114100,KBSTAR 국고채3년,1600,114040,114060,114075,114005,201,114045
A114260,KODEX 국고채3년,1600,58210,58205,58250,58200,15447,58235
A114460,KINDEX 국고채3년,1600,107900,107910,107910,107855,3,107890
A114470,KOSEF 국고채3년,1600,113430,113485,113510,113400,1369,113490
A114800,KODEX 인버스,1559,5485,5475,5510,5460,30363188,5520
A114820,TIGER 국채3년,1600,111760,111825,111845,111740,3946,111830
A115390,락앤락,1600,10800,10750,10850,10600,92793,10600
A117460,KODEX 에너지화학,1600,13115,13135,13200,12925,16566,12865
A117580,대성에너지,1600,5360,5390,5400,5290,38085,5350
A117680,KODEX 철강,1600,5620,5580,5635,5580,4668,5545
A117690,TIGER 차이나항셍,1600,14995,15260,15260,14955,964,15140
A117700,KODEX 건설,1600,2265,2255,2270,2250,43562,2230
A118000,우리들휴브레인,1600,4505,4385,4575,4260,2857223,4375
A119650,KC코트렐,1600,6120,6060,6300,5950,267192,6030
A120030,조선선재,1600,97900,97500,98400,96800,1974,97000
A120110,코오롱인더,1600,37750,37400,38200,37250,182322,37300
A120115,코오롱인더우,1600,20450,20500,20700,20300,20823,20300
A122090,ARIRANG 코스피50,1600,21735,21740,21840,21670,1182,21565
A122260,KOSEF 통안채1년,1600,102245,102245,102255,102235,564278,102240
A122630,KODEX 레버리지,1559,14645,14735,14810,14560,59939956,14450
A122900,아이마켓코리아,1600,8020,7800,8060,7780,90633,7760
A123310,TIGER 인버스,1600,6030,6025,6055,6005,317419,6080
A123320,TIGER 레버리지,1600,13780,13760,13920,13705,1303763,13590
A123690,한국화장품,1600,13200,13250,13300,12800,140655,12950
A123700,SJM,1600,2570,2555,2580,2545,27889,2555
A123890,한국자산신탁,1600,3650,3570,3650,3550,342883,3560
A126560,현대에이치씨엔,1600,3395,3420,3490,3390,126160,3405
A128820,대성산업,1600,3250,3230,3330,3150,125495,3225
A128940,한미약품,1600,273500,275500,276500,270500,45602,267000
A129260,인터지스,1600,2545,2485,2575,2470,205493,2460
A130660,한전산업,1600,3500,3495,3520,3460,56395,3465
A130680,TIGER 원유선물En,1600,1970,1980,1985,1970,853586,1960
A130730,KOSEF 단기자금,1600,101780,101775,101785,101775,1246983,101770
A131890,KINDEX 삼성그룹,1600,13475,13465,13500,13405,74,13360
A132030,KODEX 골드선물(H,1600,12995,12995,13035,12960,265858,12845
A133690,TIGER 미국나스닥,1600,59820,59700,60005,59635,113664,59000
A133820,화인베스틸,1600,2490,2400,2555,2370,309849,2385
A134380,미원화학,1600,57200,57200,58000,57200,27,57200
A134790,시디즈,1600,60300,61000,61000,59600,4808,59800
A136340,KBSTAR 중기우량,1600,105000,104910,105035,104910,228,104965
A136490,선진,1600,9470,9460,9580,9430,22783,9480
A137610,TIGER 농산물선물,1600,4300,4325,4325,4300,105376,4325
A137930,마이다스 200커버,1600,12700,0,0,0,0,12600
A138040,메리츠금융지주,1600,9110,9120,9180,9110,22769,9100
A138230,KOSEF 미국달러선,1600,12460,12465,12465,12430,9122,12500
A138250,엔에스쇼핑,1600,13150,13300,13350,13050,46481,13150
A138490,코오롱플라스틱,1600,4075,4145,4145,3900,52898,4075
A138520,TIGER 삼성그룹펀,1600,9345,9340,9370,9300,325,9275
A138530,TIGER LG그룹+펀,1600,8210,8145,8240,8145,12159,8055
A138540,TIGER 현대차그룹,1600,17600,17370,17645,17370,17221,17215
A138910,KODEX 구리선물(H,1600,5610,5625,5640,5590,19230,5600
A138920,KODEX 콩선물(H),1600,8350,8355,8360,8340,5368,8400
A138930,BNK금융지주,1600,5060,5060,5090,5030,811937,5000
A139130,DGB금융지주,1600,5490,5550,5580,5490,691418,5510
A139220,TIGER 200 건설,1600,1900,1875,1900,1875,50627,1865
A139230,TIGER 200 중공업,1600,2350,2345,2355,2320,9258,2315
A139240,TIGER 200 철강소,1600,5550,5610,5610,5510,7017,5515
A139250,TIGER 200 에너지,1600,13850,13940,13945,13705,21068,13590
A139260,TIGER 200 IT,1600,26285,26105,26490,26105,77493,26005
A139270,TIGER 200 금융,1600,5180,5165,5220,5165,3331,5135
A139280,TIGER 경기방어,1600,11155,11140,11155,11065,19866,11055
A139290,TIGER 200 경기소,1600,14130,14090,14130,14080,7957,13930
A139310,TIGER 금속선물(H,1600,4865,4880,4890,4865,621,4865
A139320,TIGER 금은선물(H,1600,10160,10025,10175,10025,6837,9950
A139480,이마트,1600,141500,144500,145000,138000,295173,141500
A139660,KOSEF 미국달러선,1600,10285,10255,10285,10255,56,10255
A140570,KBSTAR 수출주,1600,8960,8940,8960,8885,17,8825
A140580,KBSTAR 우량업종,1600,9215,9205,9235,9170,129,9095
A140700,KODEX 보험,1600,4995,4970,5050,4960,18355,4940
A140710,KODEX 운송,1600,3550,3555,3560,3525,27351,3510
A140910,에이리츠,1600,7490,7490,7550,7430,69211,7510
A140950,파워 코스피100,1600,24120,24135,24160,24020,47,23835
A143210,핸즈코퍼레이션,1600,7280,7100,7380,7080,49471,7080
A143460,KINDEX 밸류대형,1600,7140,7140,7140,7125,30,7075
A143850,TIGER 미국S&P500,1600,39140,39155,39230,39105,18165,38675
A143860,TIGER 헬스케어,1600,44215,44190,44240,43695,46627,43695
A144600,KODEX 은선물(H),1600,4960,5010,5030,4930,1204370,4780
A144620,코오롱머티리얼,1600,3930,4005,4070,3895,531210,3895
A145210,세화아이엠씨,1600,991,1000,1025,972,511727,993
A145270,케이탑리츠,1600,778,776,781,772,54736,774
A145670,KINDEX 인버스,1600,6680,6675,6705,6625,5376,6720
A145720,덴티움,1600,34250,34800,34800,33900,24620,34300
A145850,TREX 펀더멘탈 20,1600,29460,29400,29460,29400,2,29200
A145990,삼양사,1600,54400,54800,55900,53900,10473,54100
A145995,삼양사우,1600,46900,46200,47350,46200,842,46200
A147970,TIGER 모멘텀,1600,18670,18520,18685,18515,11,18485
